rowID,meanFWHM,stdevFWHM,minFWHM,maxFWHM,meanFeFv,stdevFeFv,minFeFv,maxFeFv,X,Y,Z,capLogical,venLogical,group
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_28,4.25399579996195,0.233120882478348,3.97872373926242,4.62458853332531,0.550865968120018,0.0979452269659753,0.392917027979559,0.637421483221679,228.5,40.0,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_29,4.65271402891537,0.282783368699157,4.22727082069739,5.02382589125559,0.517947582298972,0.050228472791703,0.44717591514531,0.610010478611171,367.0,396.5,25.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_30,3.19873496842908,0.620987762489551,2.23670259676761,4.00910102381627,0.456168492038095,0.135065913865368,0.247081584373668,0.69107247743067,387.5,191.5,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_31,3.4918425597091,0.237112381754716,3.09331495076,3.74912770967043,0.271510102871443,0.0699619693293695,0.165144047421934,0.381725723643065,42.5,297.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_32,4.54463822303286,0.0568981895194979,4.46816660290053,4.66707682850535,0.494514381767507,0.0747995488167024,0.39486903225744,0.634184968948977,157.5,408.0,35.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_33,4.54600444977084,0.102423468361689,4.35019399098798,4.65032681800319,0.557107341545192,0.080459083449323,0.487471956734338,0.727048345341586,292.5,450.5,25.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_34,,,5.42551621053593,7.31053116979651,,,,,256.5,483.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_35,3.6560947054647,0.0627193732471334,3.55868451065204,3.74994773327882,0.308045961794213,0.0570162818126231,0.232959453848075,0.427526763039717,326.5,100.0,60.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_36,6.55042323965931,0.0990624094596733,6.38983578744509,6.75046865342367,0.126300859062389,0.0221377685546236,0.0800471846479388,0.150619966662824,306.5,357.5,100.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_37,6.54473487992306,0.0964675515184094,6.37453429376074,6.69721689786312,0.50677117976119,0.052173695417544,0.440402858363579,0.602838180088551,291.0,345.0,85.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_38,5.26975807703988,0.116702563052776,5.04035471506206,5.43566645517281,0.942071872556675,0.0460621993223245,0.873769656658166,1.01375883628329,243.5,283.5,90.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m13_roi1_00002_ROIs_classA_39,5.15356687630568,0.0884473117055475,5.03024659923166,5.29244263172849,0.81460861555957,0.124190053450782,0.612066363646919,0.949696377334901,368.5,254.0,150.0,0.0,1.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_01,7.03995746366836,0.0904482381234393,6.89908280521421,7.16454444105154,2.09583330419862,0.390924620470035,1.58781328533617,2.92096567870577,127.0,471.5,15.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_02,4.56213374005276,0.229635420418257,4.15027034163001,4.86554002229584,0.73765247898792,0.194499406954162,0.384879213804797,1.05043152528364,100.0,127.0,15.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_03,3.75596481900442,0.0888358731288947,3.61217163171899,3.84834961279484,1.01329880379927,0.169780945756197,0.804160539729859,1.36508913932957,170.5,344.5,15.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_04,5.03995940937915,0.129166642480057,4.86891340471064,5.27113992745875,1.50466364659613,0.147900196464854,1.36903297827694,1.80154459166655,350.5,185.5,20.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_05,5.51268270075721,0.439082724559357,4.8134965268854,6.11673637185039,1.36389274506043,0.319270157906553,0.982733107392365,2.01177694871509,370.0,174.0,20.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_06,4.09043318528978,0.0407773406814639,4.04102207509912,4.15897702229589,1.00124127508204,0.183531941918779,0.748350288977716,1.26730937850209,333.0,233.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_07,4.70681512853641,0.148213119968449,4.54026229767499,4.97018739657694,0.671720430574765,0.209915708096749,0.308151591419144,0.883420038625456,371.5,338.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_08,6.25259727270142,0.24071452362811,5.91064136224736,6.54384690914199,0.632924017801006,0.080168048735724,0.542876591908542,0.787984032788882,207.5,309.5,65.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_09,,,,,,,,,430.0,472.5,75.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_10,3.76802737578642,0.113060045936332,3.64805658304706,4.02340053595152,1.35420479295054,0.162293859833795,1.04027716913443,1.59094922170602,101.0,278.0,10.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_11,4.35296727171041,0.148148921790843,4.13831943917606,4.56835352523608,1.35937967636338,0.223235409808414,1.01610012819247,1.75655861551261,88.0,164.5,20.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_12,4.24218889565515,0.161647767132479,3.89583063754006,4.4487558771565,1.89726161545675,0.40730313153267,1.28778467120927,2.53789312995693,279.5,330.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_13,3.26764135357739,0.0734786971325188,3.12858106308458,3.40428328746234,2.69495255066172,0.791226526424491,1.45556390023999,3.9837773461392,261.5,352.0,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_14,5.24106140903702,0.0841460768260367,5.11903100783161,5.35569436370205,1.31951274883411,0.402330780763195,0.889597204652268,1.92510404242665,311.0,479.0,60.0,0.0,1.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_15,,,,,,,,,141.5,335.5,20.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_16,4.85855048093816,0.0953396878806867,4.73344352358848,5.05865912052671,1.93361171735266,0.158097490000544,1.70009930472046,2.15443816175244,119.5,95.0,40.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_17,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_18,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_19,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_20,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_21,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_22,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_23,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_24,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_25,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_26,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_27,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_28,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_29,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_30,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_31,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_32,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_33,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_34,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_35,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_36,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_37,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_38,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m15_roi1_00001_ROIs_classA_39,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_01,3.99575079087824,0.0532443073883495,3.93630526046331,4.10089105242004,1.02324892037246,0.0907233380777863,0.907987702825799,1.24795902199109,334.0,33.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_02,6.65457258114714,0.0755289354170734,6.51664178411728,6.74075062271269,0.752395967158604,0.102617407714379,0.580139451444956,0.89851412171827,200.0,389.5,5.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_03,2.87176279327738,0.032362797422578,2.81284172066341,2.93028060114272,1.22844685824892,0.0505637945585566,1.17107930812585,1.32141487784117,431.5,353.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_04,8.25879038043041,0.0680798919729978,8.14434313343159,8.32721398079065,0.259005474990575,0.0378237163534151,0.184200551917385,0.317815209633639,459.0,290.5,65.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_05,5.91122822290192,0.0430602870702865,5.83353529752404,5.97783840612813,0.0970211194797573,0.0211378187955096,0.063301443610662,0.133628209192502,448.0,238.0,65.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_06,5.490259261484,0.23565536702704,5.24553164831709,5.88913841201034,0.394010254920753,0.03624010445465,0.329709314844292,0.474236745621016,427.5,285.5,50.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_07,4.25486567749208,0.0886508144234962,4.09081627952291,4.35222925140981,0.543656426137776,0.0540645433632929,0.422821464699687,0.610894604395053,303.5,194.0,55.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_08,5.5490622841068,0.0584659952477082,5.43394703082299,5.60784342798725,0.244159009531765,0.0317932943456239,0.191458138492404,0.301918845105276,204.0,172.0,70.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_09,,,,,,,,,351.5,365.0,70.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_10,,,,,,,,,452.0,171.0,45.0,0.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_11,3.41138413107662,0.0787132021745383,3.33606192621028,3.61498044960899,1.36740472945032,0.241922818936902,1.10555308874692,1.81110420405819,272.5,373.0,15.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_12,4.00583476774865,0.0838555930626702,3.85475310319864,4.08672733168779,0.959425570278931,0.14998308381305,0.861809276676791,1.34248766402099,266.0,155.5,15.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_13,6.78761742967861,0.108040531975776,6.53219923984174,6.95692593401433,0.491076848662024,0.0812017371547664,0.397485629925893,0.652273234285648,440.0,418.0,15.0,0.0,1.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_14,5.81651881999206,0.107876348330301,5.6460909717424,5.99024286161495,0.0901344476452268,0.0289194690055928,0.0437832355712678,0.130155359803047,371.5,287.0,40.0,0.0,1.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_15,4.39075407020693,0.234356625649924,4.028063354463,4.72422801317303,0.873438687279345,0.107319834891961,0.726248066984194,1.04452338399739,325.5,400.0,50.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_16,4.81370147465442,0.139541525290698,4.58860675982812,4.9980821730483,0.264817696719653,0.0430212246082896,0.183394974095392,0.340906338150416,198.5,196.5,85.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_17,4.48417455660852,0.177509068772454,4.27486612581197,4.82840209952687,0.339984585473024,0.0717838485224831,0.242373301413949,0.460112007961999,207.5,407.5,30.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_18,4.95957201474628,0.172042704005573,4.64544965782732,5.13042875418834,0.542410118607549,0.106329945149773,0.41889872272979,0.713037576743935,31.0,280.5,5.0,1.0,0.0,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_19,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_20,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_21,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_22,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_23,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_24,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_25,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_26,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_27,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_28,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_29,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_30,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_31,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_32,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_33,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_34,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_35,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_36,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_37,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_38,,,,,,,,,,,,,,B
ZT10_16X6x_gg_800nm_m16_roi1_00001_ROIs_classA_39,,,,,,,,,,,,,,B
